,Activity,Age,Country,Fatal (Y/N),Sex,Type,Decade
1201,Surfing,40,USA,N,M,Unprovoked,2000
1203,Swimming,32,USA,N,M,Unprovoked,2000
1204,Surfing,40,USA,N,M,Unprovoked,2000
1205,Surfing,26,USA,N,M,Unprovoked,2000
1207,Surfing,43,USA,N,M,Unprovoked,2000
1208,Surfing,15,USA,N,M,Unprovoked,2000
1209,Surfing,52,USA,N,M,Unprovoked,2000
1210,Surfing,26,USA,N,M,Unprovoked,2000
1212,Swimming,27,USA,,M,Not confirmed,2000
1214,Surfing,19,USA,N,M,Unprovoked,2000
1215,Surfing,26,USA,N,M,Unprovoked,2000
1216,"Swimming, towing surfboard",20,USA,N,M,Unprovoked,2000
1217,Surfing,20,USA,,F,Not confirmed,2000
1218,Swimming,47,USA,N,M,Unprovoked,2000
1219,,7,USA,,M,Not confirmed,2000
1220,Treading water,38,USA,N,F,Unprovoked,2000
1221,Wading,13,USA,N,F,Unprovoked,2000
1222,Diving,26,USA,N,M,Unprovoked,2000
1227,Swimming,26,USA,N,M,Unprovoked,2000
1228,Surfing,17,USA,N,M,Unprovoked,2000
1229,Snorkeling,44,USA,N,F,Unprovoked,2000
1230,Wading,9,USA,N,M,Unprovoked,2000
1231,Wading,8,USA,N,F,Unprovoked,2000
1232,Surfing,15,USA,N,M,Provoked,2000
1233,Wading,16,USA,N,M,Unprovoked,2000
1235,Body surfing,52,USA,,M,Not confirmed,2000
1236,Surfing,24,USA,N,M,Unprovoked,2000
1237,Swimming,14,USA,N,F,Unprovoked,2000
1238,,17,USA,N,F,Unprovoked,2000
1240,Wading,53,USA,,M,Not confirmed,2000
1244,Surfing,29,USA,N,M,Unprovoked,2000
1245,Swimming,37,USA,N,M,Unprovoked,2000
1247,Kayaking,40,USA,N,F,Boat,2000
1248,Wading,35,USA,N,F,Unprovoked,2000
1250,Body surfing,40,USA,N,M,Unprovoked,2000
1252,Body surfing,15,USA,N,F,Unprovoked,2000
1254,Surfing,9,USA,N,M,Unprovoked,2000
1261,Wading,6,USA,N,M,Unprovoked,2000
1264,Surfing,18,USA,N,M,Unprovoked,2000
1265,Surfing,24,USA,N,M,Unprovoked,2000
1267,Surfing,21,USA,N,M,Provoked,2000
1268,Swimming,66,USA,Y,M,Unprovoked,2000
1269,Surfing,14,USA,N,M,Unprovoked,2000
1274,Surfing,30,USA,N,M,Unprovoked,2000
1276,Wading,15,USA,N,M,Unprovoked,2000
1277,Surfing,26,USA,N,,Unprovoked,2000
1279,Walking out of the water after surfing,18,USA,N,M,Unprovoked,2000
1281,Surfing,52,USA,N,M,Unprovoked,2000
1282,Boogie Boarding,26,USA,N,M,Unprovoked,2000
1283,Walking out of the water after surfing,13,USA,N,M,Unprovoked,2000
1284,Wading,14,USA,N,M,Unprovoked,2000
1285,Jet skiing,8,USA,N,M,Unprovoked,2000
1286,Surfing,27,USA,N,M,Unprovoked,2000
1289,Surfing,25,USA,N,M,Unprovoked,2000
1291,Surf-skiing,26,USA,N,M,Unprovoked,2000
1297,Surfing,20,USA,N,M,Unprovoked,2000
1298,Fishing for snapper,26,USA,N,M,Provoked,2000
1305,Surfing,52,USA,N,M,Unprovoked,2000
1311,Surfing,21,USA,N,M,Unprovoked,2000
1312,Surfing,42,USA,N,M,Unprovoked,2000
1315,Floating,32,USA,N,M,Unprovoked,2000
1318,Surfing,22,USA,N,M,Unprovoked,2000
1319,Surfing,16,USA,N,M,Unprovoked,2000
1320,Surfing,26,USA,N,M,Unprovoked,2000
1324,Surfing,26,USA,N,F,Unprovoked,2000
1326,Scuba diving,26,USA,,F,Not confirmed,2000
1327,Surfing,26,USA,N,F,Unprovoked,2000
1328,Surfing,23,USA,N,M,Unprovoked,2000
1330,Wading?,56,USA,N,M,Unprovoked,2000
1331,Surfing,26,USA,N,F,Unprovoked,2000
1332,Snorkeling,14,USA,N,M,Unprovoked,2000
1333,Wading,58,USA,N,F,Unprovoked,2000
1334,Wading,36,USA,N,F,Unprovoked,2000
1335,Standing,15,USA,N,M,Unprovoked,2000
1336,Jumping,12,USA,N,F,Unprovoked,2000
1337,Swimming,58,USA,N,M,Unprovoked,2000
1338,Body boarding,15,USA,N,M,Unprovoked,2000
1339,Surfing,24,USA,N,M,Unprovoked,2000
1340,Surfing,54,USA,N,M,Unprovoked,2000
1341,Surfing,27,USA,N,M,Unprovoked,2000
1342,Diving,26,USA,N,M,Provoked,2000
1343,Fishing,26,USA,N,M,Provoked,2000
1344,Swimming,52,USA,N,M,Unprovoked,2000
1345,Surfing,16,USA,N,M,Unprovoked,2000
1346,Playing,7,USA,N,M,Unprovoked,2000
1347,Floating near boat & observing bioluminesce,20,USA,N,M,Unprovoked,2000
1348,Swimming,15,USA,N,F,Unprovoked,2000
1349,Walking out of the water after surfing,19,USA,N,M,Unprovoked,2000
1350,Swimming,30,USA,N,M,Unprovoked,2000
1351,Boogie Boarding,9,USA,N,M,Unprovoked,2000
1352,Jumped into the water,19,USA,N,F,Unprovoked,2000
1353,Surfing,51,USA,N,M,Unprovoked,2000
1354,Surfing,20,USA,N,M,Unprovoked,2000
